Team Statistics:
Team,Median of Age,Mean of Age,Std of Age,Median of MP,Mean of MP,Std of MP,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xGA/90,Mean of xGA/90,Std of xGA/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Short%,Mean of Short%,Std of Short%,Median of Med%,Mean of Med%,Std of Med%,Median of KP,Mean of KP,Std of KP,Median of Passes 1/3,Mean of Passes 1/3,Std of Passes 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgoP,Mean of PrgoP,Std of PrgoP,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att,Mean of Att,Std of Att,Median of Lost,Mean of Lost,Std of Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of TO Att,Mean of TO Att,Std of TO Att,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC,Mean of ProgC,Std of ProgC,Median of Carries 1/3,Mean of Carries 1/3,Std of Carries 1/3,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of ProgR,Mean of ProgR,Std of ProgR,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Aerial Lost,Mean of Aerial Lost,Std of Aerial Lost 
Taiwo Awoniyi,27.73,27.73,0.0,25.0,25.0,0.0,3.0,3.0,0.0,408.0,408.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.1,0.1,0.0,6.0,6.0,0.0,7.0,7.0,0.0,20.0,20.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.02,0.02,0.0,0.88,0.88,0.0,61.0,61.0,0.0,64.2,64.2,0.0,157.0,157.0,0.0,72.4,72.4,0.0,56.0,56.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,9.0,9.0,0.0,1.98,1.98,0.0,1.0,1.0,0.0,0.22,0.22,0.0,6.0,6.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,166.0,166.0,0.0,5.0,5.0,0.0,16.0,16.0,0.0,78.0,78.0,0.0,73.0,73.0,0.0,21.0,21.0,0.0,9.0,9.0,0.0,89.0,89.0,0.0,183.0,183.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,19.0,19.0,0.0,19.0,19.0,0.0,112.0,112.0,0.0,20.0,20.0,0.0,8.0,8.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,18.0,18.0,0.0,13.0,13.0,0.0,38.0,38.0,0.0
Tariq Lamptey,24.6,24.6,0.0,14.0,14.0,0.0,9.0,9.0,0.0,802.0,802.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.8,0.8,0.0,28.0,28.0,0.0,12.0,12.0,0.0,43.0,43.0,0.0,0.22,0.22,0.0,0.22,0.22,0.0,0.04,0.04,0.0,0.09,0.09,0.0,0.22,0.22,0.0,318.0,318.0,0.0,81.5,81.5,0.0,1230.0,1230.0,0.0,93.0,93.0,0.0,79.6,79.6,0.0,5.0,5.0,0.0,11.0,11.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,12.0,12.0,0.0,16.0,16.0,0.0,1.79,1.79,0.0,3.0,3.0,0.0,0.34,0.34,0.0,14.0,14.0,0.0,10.0,10.0,0.0,22.0,22.0,0.0,15.0,15.0,0.0,14.0,14.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,502.0,502.0,0.0,27.0,27.0,0.0,151.0,151.0,0.0,211.0,211.0,0.0,143.0,143.0,0.0,11.0,11.0,0.0,28.0,28.0,0.0,272.0,272.0,0.0,918.0,918.0,0.0,28.0,28.0,0.0,13.0,13.0,0.0,3.0,3.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,281.0,281.0,0.0,43.0,43.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,36.0,36.0,0.0,1.0,1.0,0.0,13.0,13.0,0.0
Taylor Harwood-Bellis,23.27,23.27,0.0,32.0,32.0,0.0,30.0,30.0,0.0,2654.0,2654.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,1.0,1.0,0.0,29.0,29.0,0.0,119.0,119.0,0.0,9.0,9.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.03,0.03,0.0,0.27,0.27,0.0,1807.0,1807.0,0.0,87.9,87.9,0.0,12003.0,12003.0,0.0,92.9,92.9,0.0,91.8,91.8,0.0,14.0,14.0,0.0,171.0,171.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,119.0,119.0,0.0,37.0,37.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,0.07,0.07,0.0,27.0,27.0,0.0,19.0,19.0,0.0,34.0,34.0,0.0,15.0,15.0,0.0,60.0,60.0,0.0,38.0,38.0,0.0,22.0,22.0,0.0,30.0,30.0,0.0,2349.0,2349.0,0.0,313.0,313.0,0.0,1089.0,1089.0,0.0,1092.0,1092.0,0.0,178.0,178.0,0.0,40.0,40.0,0.0,3.0,3.0,0.0,1361.0,1361.0,0.0,3731.0,3731.0,0.0,29.0,29.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0,1704.0,1704.0,0.0,9.0,9.0,0.0,34.0,34.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,120.0,120.0,0.0,56.0,56.0,0.0,42.0,42.0,0.0
Thiago,23.86,23.86,0.0,5.0,5.0,0.0,1.0,1.0,0.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,3.0,3.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.04,0.04,0.0,0.0,0.0,0.0,31.0,31.0,0.0,70.5,70.5,0.0,59.0,59.0,0.0,69.6,69.6,0.0,76.9,76.9,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,64.0,64.0,0.0,6.0,6.0,0.0,12.0,12.0,0.0,26.0,26.0,0.0,27.0,27.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,35.0,35.0,0.0,42.0,42.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,39.0,39.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0
Thomas Partey,31.9,31.9,0.0,32.0,32.0,0.0,28.0,28.0,0.0,2527.0,2527.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.9,1.9,0.0,32.0,32.0,0.0,171.0,171.0,0.0,47.0,47.0,0.0,0.14,0.14,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.25,0.25,0.0,1525.0,1525.0,0.0,87.3,87.3,0.0,6528.0,6528.0,0.0,92.9,92.9,0.0,88.6,88.6,0.0,17.0,17.0,0.0,151.0,151.0,0.0,33.0,33.0,0.0,2.0,2.0,0.0,171.0,171.0,0.0,58.0,58.0,0.0,2.07,2.07,0.0,13.0,13.0,0.0,0.46,0.46,0.0,80.0,80.0,0.0,49.0,49.0,0.0,72.0,72.0,0.0,28.0,28.0,0.0,25.0,25.0,0.0,7.0,7.0,0.0,18.0,18.0,0.0,33.0,33.0,0.0,1989.0,1989.0,0.0,66.0,66.0,0.0,418.0,418.0,0.0,1098.0,1098.0,0.0,485.0,485.0,0.0,28.0,28.0,0.0,33.0,33.0,0.0,1125.0,1125.0,0.0,3235.0,3235.0,0.0,32.0,32.0,0.0,37.0,37.0,0.0,3.0,3.0,0.0,22.0,22.0,0.0,16.0,16.0,0.0,1416.0,1416.0,0.0,47.0,47.0,0.0,40.0,40.0,0.0,28.0,28.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,123.0,123.0,0.0,26.0,26.0,0.0,22.0,22.0,0.0
Tim Iroegbunam,21.85,21.85,0.0,17.0,17.0,0.0,5.0,5.0,0.0,567.0,567.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,8.0,8.0,0.0,14.0,14.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.0,0.0,0.0,110.0,110.0,0.0,71.9,71.9,0.0,589.0,589.0,0.0,72.5,72.5,0.0,84.0,84.0,0.0,3.0,3.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,10.0,10.0,0.0,1.59,1.59,0.0,1.0,1.0,0.0,0.16,0.16,0.0,28.0,28.0,0.0,13.0,13.0,0.0,23.0,23.0,0.0,9.0,9.0,0.0,17.0,17.0,0.0,4.0,4.0,0.0,13.0,13.0,0.0,15.0,15.0,0.0,260.0,260.0,0.0,21.0,21.0,0.0,82.0,82.0,0.0,124.0,124.0,0.0,60.0,60.0,0.0,12.0,12.0,0.0,20.0,20.0,0.0,122.0,122.0,0.0,360.0,360.0,0.0,8.0,8.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,10.0,10.0,0.0,18.0,18.0,0.0,110.0,110.0,0.0,9.0,9.0,0.0,15.0,15.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,48.0,0.0,11.0,11.0,0.0,4.0,4.0,0.0
Timo Werner,29.17,29.17,0.0,18.0,18.0,0.0,4.0,4.0,0.0,516.0,516.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2.5,0.0,42.0,42.0,0.0,30.0,30.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.17,0.17,0.0,0.44,0.44,0.0,0.52,0.52,0.0,158.0,158.0,0.0,66.9,66.9,0.0,597.0,597.0,0.0,82.5,82.5,0.0,70.9,70.9,0.0,10.0,10.0,0.0,3.0,3.0,0.0,15.0,15.0,0.0,2.0,2.0,0.0,30.0,30.0,0.0,18.0,18.0,0.0,3.13,3.13,0.0,3.0,3.0,0.0,0.52,0.52,0.0,6.0,6.0,0.0,4.0,4.0,0.0,13.0,13.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,298.0,298.0,0.0,8.0,8.0,0.0,24.0,24.0,0.0,78.0,78.0,0.0,203.0,203.0,0.0,33.0,33.0,0.0,19.0,19.0,0.0,215.0,215.0,0.0,1062.0,1062.0,0.0,42.0,42.0,0.0,24.0,24.0,0.0,18.0,18.0,0.0,14.0,14.0,0.0,6.0,6.0,0.0,227.0,227.0,0.0,89.0,89.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,28.0,28.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Timothy Castagne,29.42,29.42,0.0,24.0,24.0,0.0,17.0,17.0,0.0,1649.0,1649.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.2,1.2,0.0,17.0,17.0,0.0,62.0,62.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.16,0.16,0.0,780.0,780.0,0.0,81.8,81.8,0.0,3910.0,3910.0,0.0,89.8,89.8,0.0,85.9,85.9,0.0,9.0,9.0,0.0,51.0,51.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,62.0,62.0,0.0,25.0,25.0,0.0,1.36,1.36,0.0,3.0,3.0,0.0,0.16,0.16,0.0,46.0,46.0,0.0,29.0,29.0,0.0,45.0,45.0,0.0,19.0,19.0,0.0,15.0,15.0,0.0,6.0,6.0,0.0,9.0,9.0,0.0,22.0,22.0,0.0,1164.0,1164.0,0.0,92.0,92.0,0.0,449.0,449.0,0.0,462.0,462.0,0.0,259.0,259.0,0.0,32.0,32.0,0.0,12.0,12.0,0.0,547.0,547.0,0.0,1044.0,1044.0,0.0,17.0,17.0,0.0,15.0,15.0,0.0,2.0,2.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0,665.0,665.0,0.0,67.0,67.0,0.0,15.0,15.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,37.0,37.0,0.0,57.0,57.0,0.0,34.0,34.0,0.0,35.0,35.0,0.0
Toby Collyer,21.34,21.34,0.0,6.0,6.0,0.0,0.0,0.0,0.0,179.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.3,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.13,0.13,0.0,0.0,0.0,0.0,76.0,76.0,0.0,82.6,82.6,0.0,121.0,121.0,0.0,86.0,86.0,0.0,86.5,86.5,0.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,9.0,9.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,129.0,129.0,0.0,9.0,9.0,0.0,46.0,46.0,0.0,59.0,59.0,0.0,25.0,25.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,68.0,68.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,71.0,71.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0
Tom Cairney,34.29,34.29,0.0,22.0,22.0,0.0,2.0,2.0,0.0,494.0,494.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,1.0,1.0,0.0,14.0,14.0,0.0,47.0,47.0,0.0,29.0,29.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.17,0.17,0.0,0.36,0.36,0.0,482.0,482.0,0.0,90.4,90.4,0.0,1648.0,1648.0,0.0,93.4,93.4,0.0,93.3,93.3,0.0,10.0,10.0,0.0,46.0,46.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,47.0,47.0,0.0,28.0,28.0,0.0,5.08,5.08,0.0,3.0,3.0,0.0,0.54,0.54,0.0,11.0,11.0,0.0,5.0,5.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,576.0,576.0,0.0,6.0,6.0,0.0,83.0,83.0,0.0,305.0,305.0,0.0,196.0,196.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,385.0,385.0,0.0,884.0,884.0,0.0,14.0,14.0,0.0,15.0,15.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,468.0,468.0,0.0,29.0,29.0,0.0,8.0,8.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,44.0,44.0,0.0,4.0,4.0,0.0,8.0,8.0,0.0
Tommy Doyle,23.55,23.55,0.0,24.0,24.0,0.0,3.0,3.0,0.0,488.0,488.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.5,0.5,0.0,6.0,6.0,0.0,40.0,40.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.37,0.37,0.0,321.0,321.0,0.0,81.9,81.9,0.0,2010.0,2010.0,0.0,94.1,94.1,0.0,89.0,89.0,0.0,7.0,7.0,0.0,44.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,17.0,17.0,0.0,3.13,3.13,0.0,3.0,3.0,0.0,0.55,0.55,0.0,11.0,11.0,0.0,6.0,6.0,0.0,15.0,15.0,0.0,9.0,9.0,0.0,11.0,11.0,0.0,5.0,5.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,463.0,463.0,0.0,22.0,22.0,0.0,128.0,128.0,0.0,258.0,258.0,0.0,80.0,80.0,0.0,4.0,4.0,0.0,9.0,9.0,0.0,260.0,260.0,0.0,578.0,578.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,303.0,303.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,43.0,43.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0
Tomáš Souček,30.19,30.19,0.0,32.0,32.0,0.0,27.0,27.0,0.0,2330.0,2330.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,70.0,70.0,0.0,65.0,65.0,0.0,0.31,0.31,0.0,0.04,0.04,0.0,0.23,0.23,0.0,0.04,0.04,0.0,0.54,0.54,0.0,656.0,656.0,0.0,73.7,73.7,0.0,3011.0,3011.0,0.0,79.7,79.7,0.0,76.3,76.3,0.0,14.0,14.0,0.0,59.0,59.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,70.0,70.0,0.0,43.0,43.0,0.0,1.66,1.66,0.0,3.0,3.0,0.0,0.12,0.12,0.0,42.0,42.0,0.0,19.0,19.0,0.0,39.0,39.0,0.0,17.0,17.0,0.0,35.0,35.0,0.0,17.0,17.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,1168.0,1168.0,0.0,110.0,110.0,0.0,315.0,315.0,0.0,577.0,577.0,0.0,280.0,280.0,0.0,97.0,97.0,0.0,11.0,11.0,0.0,449.0,449.0,0.0,470.0,470.0,0.0,6.0,6.0,0.0,10.0,10.0,0.0,3.0,3.0,0.0,17.0,17.0,0.0,13.0,13.0,0.0,696.0,696.0,0.0,65.0,65.0,0.0,44.0,44.0,0.0,24.0,24.0,0.0,4.0,4.0,0.0,13.0,13.0,0.0,57.0,57.0,0.0,95.0,95.0,0.0,68.0,68.0,0.0
Tosin Adarabioyo,27.62,27.62,0.0,20.0,20.0,0.0,13.0,13.0,0.0,1229.0,1229.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.2,0.2,0.0,5.0,5.0,0.0,37.0,37.0,0.0,1.0,1.0,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.0,0.02,0.02,0.0,0.15,0.15,0.0,988.0,988.0,0.0,91.4,91.4,0.0,6479.0,6479.0,0.0,95.7,95.7,0.0,94.9,94.9,0.0,1.0,1.0,0.0,53.0,53.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,12.0,12.0,0.0,0.88,0.88,0.0,1.0,1.0,0.0,0.07,0.07,0.0,14.0,14.0,0.0,10.0,10.0,0.0,12.0,12.0,0.0,4.0,4.0,0.0,9.0,9.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,10.0,10.0,0.0,1198.0,1198.0,0.0,160.0,160.0,0.0,570.0,570.0,0.0,603.0,603.0,0.0,26.0,26.0,0.0,13.0,13.0,0.0,5.0,5.0,0.0,713.0,713.0,0.0,1690.0,1690.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,916.0,916.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,36.0,36.0,0.0,26.0,26.0,0.0
Toti Gomes,26.3,26.3,0.0,28.0,28.0,0.0,27.0,27.0,0.0,2344.0,2344.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.9,0.9,0.0,21.0,21.0,0.0,67.0,67.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.04,0.04,0.0,0.08,0.08,0.0,1272.0,1272.0,0.0,85.1,85.1,0.0,7394.0,7394.0,0.0,91.3,91.3,0.0,92.4,92.4,0.0,9.0,9.0,0.0,72.0,72.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,67.0,67.0,0.0,20.0,20.0,0.0,0.77,0.77,0.0,1.0,1.0,0.0,0.04,0.04,0.0,53.0,53.0,0.0,38.0,38.0,0.0,37.0,37.0,0.0,7.0,7.0,0.0,28.0,28.0,0.0,17.0,17.0,0.0,11.0,11.0,0.0,23.0,23.0,0.0,1772.0,1772.0,0.0,207.0,207.0,0.0,847.0,847.0,0.0,851.0,851.0,0.0,95.0,95.0,0.0,15.0,15.0,0.0,28.0,28.0,0.0,1028.0,1028.0,0.0,2641.0,2641.0,0.0,21.0,21.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,13.0,13.0,0.0,1202.0,1202.0,0.0,15.0,15.0,0.0,23.0,23.0,0.0,14.0,14.0,0.0,4.0,4.0,0.0,13.0,13.0,0.0,100.0,100.0,0.0,48.0,48.0,0.0,24.0,24.0,0.0
Trent Alexander-Arnold,26.58,26.58,0.0,31.0,31.0,0.0,28.0,28.0,0.0,2296.0,2296.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,6.7,6.7,0.0,50.0,50.0,0.0,221.0,221.0,0.0,90.0,90.0,0.0,0.12,0.12,0.0,0.24,0.24,0.0,0.07,0.07,0.0,0.26,0.26,0.0,0.31,0.31,0.0,1397.0,1397.0,0.0,73.6,73.6,0.0,10934.0,10934.0,0.0,89.9,89.9,0.0,76.2,76.2,0.0,50.0,50.0,0.0,198.0,198.0,0.0,63.0,63.0,0.0,20.0,20.0,0.0,221.0,221.0,0.0,94.0,94.0,0.0,3.68,3.68,0.0,10.0,10.0,0.0,0.39,0.39,0.0,70.0,70.0,0.0,49.0,49.0,0.0,103.0,103.0,0.0,55.0,55.0,0.0,26.0,26.0,0.0,9.0,9.0,0.0,17.0,17.0,0.0,30.0,30.0,0.0,2173.0,2173.0,0.0,86.0,86.0,0.0,578.0,578.0,0.0,976.0,976.0,0.0,633.0,633.0,0.0,44.0,44.0,0.0,35.0,35.0,0.0,1139.0,1139.0,0.0,2780.0,2780.0,0.0,50.0,50.0,0.0,35.0,35.0,0.0,9.0,9.0,0.0,19.0,19.0,0.0,15.0,15.0,0.0,1384.0,1384.0,0.0,90.0,90.0,0.0,11.0,11.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,145.0,145.0,0.0,129.0,129.0,0.0,3.0,3.0,0.0,13.0,13.0,0.0
Trevoh Chalobah,25.84,25.84,0.0,12.0,12.0,0.0,10.0,10.0,0.0,836.0,836.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.2,1.2,0.0,4.0,4.0,0.0,37.0,37.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.08,0.08,0.0,0.13,0.13,0.0,0.22,0.22,0.0,568.0,568.0,0.0,89.7,89.7,0.0,3124.0,3124.0,0.0,94.8,94.8,0.0,95.2,95.2,0.0,3.0,3.0,0.0,40.0,40.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,12.0,12.0,0.0,1.29,1.29,0.0,3.0,3.0,0.0,0.32,0.32,0.0,10.0,10.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,9.0,9.0,0.0,725.0,725.0,0.0,68.0,68.0,0.0,310.0,310.0,0.0,366.0,366.0,0.0,54.0,54.0,0.0,11.0,11.0,0.0,4.0,4.0,0.0,395.0,395.0,0.0,728.0,728.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,539.0,539.0,0.0,2.0,2.0,0.0,8.0,8.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,26.0,26.0,0.0,23.0,23.0,0.0,11.0,11.0,0.0
